cik,ni,ocf,rev,cogs,at,at_prev,se,fyear
1818212,,,,,829430143.0,,-101536876.0,2020
1818221,,,,,415263445.0,,-50436202.0,2020
1818331,-241340000.0,-93128000.0,,,251642000.0,,-330051000.0,2020
1818346,,,,,404458247.0,,-175590351.0,2020
1818355,,,,,1469231727.0,,5000010.0,2020
1818382,-66524000.0,-55568000.0,,,106688000.0,,-350317000.0,2020
1818383,-4366000.0,51410000.0,,499434000.0,210337000.0,105397000.0,-33773000.0,2020
1818502,,192112000.0,,,285843000.0,,5000010.0,2020
1818550,,,,,,,-3764.0,2020
1818605,,,,,,,18137.0,2020
1818644,-26551000.0,-19689000.0,,808000.0,25885000.0,25000.0,-18225000.0,2020
1818674,,,,,58094.0,,40873.0,2020
1818787,,,,,482229.0,,20000.0,2020
1818794,-59437000.0,-46508000.0,,,353334000.0,16436000.0,342367000.0,2020
1818838,-42397279.0,-28529720.0,,,84262737.0,105889499.0,-89389956.0,2020
1818844,-10346395.0,-3895195.0,,,31472731.0,,29940889.0,2020
1818873,,,,,1151267052.0,,-169238609.0,2020
1818874,-224053000.0,-479336000.0,,178896000.0,8563499000.0,,-120115000.0,2020
1818876,,,,,461445904.0,,-75832574.0,2020
1818880,,,,,289610.0,,16180.0,2020
1819035,-120097000.0,-32193000.0,35064000.0,,202164000.0,10315.0,-361496000.0,2020
1819113,-31674000.0,-25476000.0,,,57031000.0,,-106135000.0,2020
1819133,-51972000.0,70074000.0,7656000.0,,207252000.0,,38600000.0,2020
1819142,-13889000.0,-11009000.0,,,574310.0,,-62069000.0,2020
1819157,,,,,133552676.0,,-18050339.0,2020
1819175,,,,,326105264.0,,-35617272.0,2020
1819253,,,,,147500.0,,25000.0,2020
1819263,,,,,412780872.0,,5000001.0,2020
1819313,,,,,601885133.0,,5000003.0,2020
1819394,-14021000.0,-3597000.0,,,71852000.0,24233000.0,-120700000.0,2020
1819395,-250316000.0,-202502000.0,,,446255.0,,-504962000.0,2020
1819399,,-491057.0,,,350956686.0,25093.0,-342534848.0,2020
1819404,0.0,-6654000.0,,,57274000.0,25093.0,-398461000.0,2020
1819411,-3577682.0,-3240237.0,28881.0,,9604358.0,,6201989.0,2020
1819438,-30419000.0,-16645000.0,,,9023000.0,,-27888000.0,2020
1819493,-16667000.0,-12338000.0,2641000.0,2341000.0,13774000.0,,-27197000.0,2020
1819496,,,,,301281231.0,,-47863480.0,2020
1819498,,,,,187610.0,,24049.0,2020
1819510,,,,,251779025.0,,-20407299.0,2020
1819516,-78641000.0,209644000.0,,634775000.0,1359989000.0,,267802000.0,2020
1819574,-31391000.0,-19618000.0,,152664000.0,255533015.0,,-154815000.0,2020
1819576,-59762769.0,-54144507.0,,,99531760.0,68842067.0,71086000.0,2020
1819580,-411924000.0,-150707000.0,,,1273215000.0,,1049580000.0,2020
1819584,-70555000.0,-57280000.0,,,181793000.0,,-138902000.0,2020
1819608,,,,,601224387.0,,-94704334.0,2020
1819615,-25895000.0,-21961000.0,,,165878000.0,95717000.0,95250000.0,2020
1819663,-9156286.0,-3136122.0,30761.0,964217.0,300484.0,20000.0,-5143342.0,2020
1819724,,,,,347580.0,,17136.0,2020
1819790,-26811000.0,-21138000.0,0.0,,171972000.0,58316000.0,165980000.0,2020
1819796,4049000.0,68170000.0,,,632278000.0,373156000.0,-29342000.0,2020
1819810,-14374000.0,-15650000.0,,,156774000.0,,39195000.0,2020
1819848,-114164000.0,-105900000.0,,,497254000.0,,-283168000.0,2020
1819881,-524000.0,21361000.0,,,475341000.0,,116032000.0,2020
1819928,20453000.0,21216000.0,,,511334000.0,,416695000.0,2020
1819974,-20617000.0,96195000.0,140438000.0,117746000.0,263209000.0,,-16000.0,2020
1819989,-107031.0,,,,171601077.0,,1348619.0,2020
1819994,-55005000.0,-27757000.0,,46977000.0,187869000.0,,-166708000.0,2020
1820143,,,,,349555748.0,,5000004.0,2020
1820144,,,,,280181921.0,,-54291870.0,2020
1820160,,,,,210342.0,,23098.0,2020
1820175,,,,,175412.0,,23728.0,2020
1820190,-47519000.0,-31461000.0,23560000.0,2149000.0,199484.0,,18724.0,2020
1820191,,,,,402324602.0,,-57888751.0,2020
1820201,,29693000.0,,,473091000.0,,-21225746.0,2020
1820209,,,,,371710.0,,-35700.0,2020
1820272,,,,,107044.0,,25208.0,2020
1820302,-79605000.0,-30940000.0,,,468376000.0,,-29249901.0,2020
1820566,-540000.0,11579000.0,,,177701799.0,,-21470505.0,2020
1820630,-127007000.0,-76070000.0,,,414911000.0,,74466000.0,2020
1820721,59073000.0,-122205000.0,,669861000.0,656024000.0,923581000.0,-80899000.0,2020
1820727,,,,,322287553.0,,-34437396.0,2020
1820852,,,,,451445969.0,,-59654614.0,2020
1820872,-19641760.0,-250000000.0,,,818368660.0,1854.0,-103928681.0,2020
1820875,,,,,280243445.0,,-30301633.0,2020
1820877,-104127000.0,276649000.0,719556000.0,249036000.0,6229278000.0,6909256000.0,1306851000.0,2020
1820931,,,,,251534022.0,,-29071814.0,2020
1820953,-112598000.0,-71302000.0,509528000.0,,2708122000.0,,-343309000.0,2020
1821018,,,,,260182392.0,,5000008.0,2020
1821075,,,,,232175511.0,,-25664818.0,2020
1821146,,,,,128611302.0,,-5489345.0,2020
1821159,,-20077000.0,13049000.0,22647000.0,182141000.0,,89487000.0,2020
1821160,370577000.0,-468041000.0,,,4818087000.0,2607413000.0,735992000.0,2020
1821169,,,,,353137.0,,22763.0,2020
1821171,,,,,382118393.0,,5000005.0,2020
1821175,-1756647.0,4053345.0,,6595872.0,17387010.0,12777274.0,-1029733.0,2020
1821317,,,,,301427748.0,,5000010.0,2020
1821318,,,,,108419421.0,,-13441213.0,2020
1821323,-54608000.0,-61648000.0,13374000.0,,225050000.0,,146156000.0,2020
1821329,,,,,93739.0,,11396.0,2020
1821393,-265912000.0,355769000.0,1734919000.0,651377000.0,1353457000.0,1940331000.0,711325000.0,2020
1821424,-77846000.0,-4235000.0,134427000.0,148363000.0,603543000.0,,306561000.0,2020
1821468,-205349000.0,-80150000.0,,75965000.0,519500000.0,,316345000.0,2020
1821586,,,,,116633898.0,,-2516285.0,2020
1821595,,,,,202741317.0,,5000007.0,2020
1821606,,,,,191686.0,,-81670.0,2020
1821682,,,,,201367995.0,,-35982661.0,2020
1821742,,,,,301532447.0,,-47937607.0,2020
1821769,-19044000.0,-20625000.0,,,48507000.0,,-72424000.0,2020
1821788,,,,,526336354.0,,-56984353.0,2020
1821806,58561000.0,102138000.0,,,745840000.0,651286000.0,-386410000.0,2020
1821812,,,,,246866.0,,24000.0,2020
1821825,2160000000.0,,6532000000.0,,10109000000.0,,5486000000.0,2020
1821850,10624000.0,5025000.0,,,106073000.0,,5000008.0,2020
1822027,,,,,251818927.0,,-56808149.0,2020
1822145,-1363061.0,-30735.0,,,152600453.0,25000.0,-6357675.0,2020
1822219,,,,,415686868.0,,-64617696.0,2020
1822250,-745000000.0,,,947000000.0,2397000000.0,1366000000.0,1027000000.0,2020
1822309,,,,,233860060.0,,-32198557.0,2020
1822312,,,,,481509.0,,8435.0,2020
1822359,-14799212.0,-10654692.0,94090658.0,,100172363.0,,54997841.0,2020
1822366,,,,,301398922.0,,-43048604.0,2020
1822372,-749.0,,,,,,-9462.0,2020
1822462,-68800000.0,-31286000.0,,,255594000.0,22342000.0,146187000.0,2020
1822479,-38617000.0,120585000.0,,374586000.0,2761279000.0,,452302000.0,2020
1822492,-28890395.0,-1257407.0,,,501201868.0,0.0,5000010.0,2020
1822523,,,,,93961692.0,,91647712.0,2020
1822553,-1873.0,-1798.0,,,204201203.0,,-28936949.0,2020
1822691,,,,,325000.0,,79965000.0,2020
1822711,,,,,3604000.0,,-13006000.0,2020
1822791,-19277000.0,-18929000.0,206000.0,,68243000.0,14877000.0,341000.0,2020
1822792,-34625.0,-28215.0,,,,,-241226.0,2020
1822835,,,,,219682119.0,,-27770896.0,2020
1822862,,,,,397038.0,,21048.0,2020
1822873,,,,,208704876.0,,-30272544.0,2020
1822877,,,,,576331423.0,,-62644230.0,2020
1822886,,,,,55048.0,,6746.0,2020
1822888,,,,,179534.0,,24268.0,2020
1822912,,,,,299743.0,,23982.0,2020
1822928,32857000.0,88413000.0,,295935000.0,1065330000.0,,240381000.0,2020
1822929,,,,,105826906.0,,-9313736.0,2020
1822935,,,,,165029.0,,23626.0,2020
1822966,-88387000.0,-47235000.0,,,234445409.0,,-39614525.0,2020
1822993,-1634000000.0,3712000000.0,3546000000.0,,353456000000.0,,9429000000.0,2020
1823000,,,,,751243021.0,,-71147267.0,2020
1823033,,,,,394665.0,,23732.0,2020
1823034,,,,,300635.0,,23732.0,2020
1823086,,,,,119600324.0,,-9558039.0,2020
1823143,,,,,222764.0,,24000.0,2020
1823144,77815000.0,87062000.0,,,81357000.0,,-192554000.0,2020
1823200,,,,,145171129.0,,-3755440.0,2020
1823239,88972000.0,152187000.0,,79649000.0,1270691000.0,,88511000.0,2020
1823323,,,,,408197.0,,-46932.0,2020
1823340,,,,,501131563.0,,-173622548.0,2020
1823365,1748000.0,998000.0,,,373800000.0,347549000.0,29886000.0,2020
1823383,,,,,116635401.0,,419773.0,2020
1823406,3088000.0,1371000.0,,,850628000.0,319294000.0,80785000.0,2020
1823465,,,,,83913959.0,,-1630167.0,2020
1823466,,,,,176232179.0,,-231230000.0,2020
1823481,-5000.0,,,,322376.0,,20000.0,2020
1823524,,,,,99225501.0,,-8405074.0,2020
1823529,370421000.0,704350000.0,1106459000.0,,5652710000.0,,3881811000.0,2020
1823575,,,,,176864117.0,,-32800751.0,2020
1823584,,,,,624406.0,,19524.0,2020
1823587,,,,,140241606.0,,-21384538.0,2020
1823593,-177870000.0,-103848000.0,,5293000.0,346585000.0,,-405473000.0,2020
1823608,46188000.0,65771000.0,,,5978631000.0,5325338000.0,535688000.0,2020
1823634,-126265.0,,,,404043206.0,,-31516724.0,2020
1823635,-1582407.0,103242.0,,403927.0,,,-823802.0,2020
1823652,-9625942.0,-9028789.0,,,234583092.0,,-1014000.0,2020
1823707,-44780.0,-24064.0,,,604131.0,,-19780.0,2020
1823733,,,,,540113.0,,8685.0,2020
1823766,,-5834000.0,6523000.0,4889000.0,74281000.0,,-47868219.0,2020
1823767,,,,,346090177.0,,-54583960.0,2020
1823776,,,,,365078339.0,,-35757361.0,2020
1823794,13710000.0,173842000.0,4010232000.0,,2739809000.0,,191581000.0,2020
1823826,,,,,231827583.0,,-20123431.0,2020
1823854,,,,,415501272.0,,-36693992.0,2020
1823855,,,,,464908.0,,20000.0,2020
1823857,,,,,207020311.0,,-15607036.0,2020
1823878,12807000.0,48400000.0,,,134461000.0,,96079000.0,2020
1823882,-25643000.0,-20367000.0,172955000.0,88852000.0,147682000.0,,-20413000.0,2020
1823884,,,,,449454.0,,23198.0,2020
1823896,,,,,346543590.0,,-47997420.0,2020
1823945,-77831000.0,5234000.0,,,121597000.0,,5000008.0,2020
1824013,,,,,531093139.0,,-89293927.0,2020
1824119,,,,,105933161.0,,-1314832.0,2020
1824149,,,,,194582.0,,11110.0,2020
1824153,,,,,398249.0,,-8878.0,2020
1824171,,,,,349235.0,,-11002.0,2020
1824185,,,,,463162.0,,12319.0,2020
1824211,,,,,110125.0,,24373.0,2020
1824293,-4822000.0,-3706000.0,,,955000.0,,-1454000.0,2020
1824301,,,,,277553752.0,,-10459143.0,2020
1824403,-121738.0,14714821.0,80245664.0,32854453.0,116099067.0,,5000003.0,2020
1824434,,,,,369942.0,,5251.0,2020
1824502,-24800000.0,-22800000.0,,,41800000.0,,35900000.0,2020
1824577,,,,,261834985.0,,5000004.0,2020
1824677,,,,,381213.0,,18791.0,2020
1824734,-57643000.0,-55974000.0,34835000.0,32009000.0,126389000.0,,-134122000.0,2020
1824814,14203000.0,71311000.0,,132669000.0,628818000.0,805111000.0,257501000.0,2020
1824846,,,,,332591880.0,,-37999691.0,2020
1824884,,,,,92636908.0,,-120284.0,2020
1824888,,,,,231652200.0,,-12231429.0,2020
1824893,-32716000.0,-29099000.0,,,62060000.0,,47293000.0,2020
1824920,-15424000.0,-12007000.0,,,60478000.0,,53703000.0,2020
1824963,,,,,809064800.0,,5000002.0,2020
1824993,,,,,415750466.0,,-15005609.0,2020
1825024,-23118000.0,154864000.0,,976478000.0,235873000.0,,-143258000.0,2020
1825042,,,,,404295958.0,,-42872277.0,2020
1825079,-21807000.0,-26446000.0,18975000.0,12608000.0,32691000.0,,-107821000.0,2020
1825088,79093000.0,96911000.0,1133807000.0,962928000.0,733680241.0,,,2020
1825248,-414000.0,,,,,,-412000.0,2020
1825249,-5795764.0,,,,500876145.0,,-25585931.0,2020
1825254,,,,,117736974.0,,-3871318.0,2020
1825349,-164029.0,1245677.0,10313512.0,5164178.0,,,2239238.0,2020
1825384,,,,,,,24232910.0,2020
1825413,,,,,89500.0,,20000.0,2020
1825437,,,,,312398.0,,12398.0,2020
1825452,,,,,,,1187748.0,2020
1825473,,,,,8091940.0,,4980000.0,2020
1825480,18846000.0,86057000.0,,,288502000.0,151988000.0,-96779000.0,2020
1825497,,,,,293313.0,,22683.0,2020
1825590,,,,,,,77396000.0,2020
1825720,-3936.0,0.0,,,636383.0,,16064.0,2020
1825724,,,,,174042155.0,,-17177830.0,2020
1825739,,,,,710426.0,,13795.0,2020
1825875,2213372.0,-7926491.0,14121838.0,,,,3376377.0,2020
1825962,,,,,95237.0,,11599.0,2020
1826000,-67423000.0,-54261000.0,,15622000.0,89609000.0,,-155930000.0,2020
1826011,,,,,232279953.0,,-31770564.0,2020
1826018,-57485000.0,-56955000.0,,,154887000.0,,-202112000.0,2020
1826058,,,,,441666.0,,-58334.0,2020
1826059,,,,,113229.0,,12342.0,2020
1826333,,,,,436792.0,,17947.0,2020
1826376,42011.0,1508576.0,7735185.0,4075391.0,,,,2020
1826397,-3221526.0,-1851711.0,,,3365889.0,,1403484.0,2020
1826435,,,,,100112.0,,20000.0,2020
1826457,-35879000.0,-23053000.0,,,49378000.0,,-48728000.0,2020
1826470,-26483000.0,268615000.0,,,6075702000.0,,2068848000.0,2020
1826492,,-30367000.0,,,147884000.0,,-90096000.0,2020
1826553,,,,,249671.0,,20000.0,2020
1826574,,,,,154103.0,,17740.0,2020
1826600,4603000.0,28684000.0,100383000.0,,253356000.0,243613000.0,159622000.0,2020
1826660,8930378.0,12962753.0,31345951.0,15736080.0,47063699.0,41744817.0,44353782.0,2020
1826667,,,,,252011496.0,,-21484386.0,2020
1826669,,,,,101960.0,,23550.0,2020
1826671,,,,,178644.0,,23107.0,2020
1826681,-20926000.0,-16882000.0,8813000.0,5602000.0,38051000.0,,32907000.0,2020
1826729,,,,,210769.0,,24000.0,2020
1826814,,,,,668640.0,,18638.0,2020
1826855,,,,,172682.0,,22160.0,2020
1826889,-21432000.0,61430000.0,,249707000.0,356253000.0,,99258000.0,2020
1826892,-35853000.0,-36334000.0,,,244937000.0,,209974000.0,2020
1826991,,,,,234504338.0,,-34305651.0,2020
1827075,-83733000.0,29099000.0,498700000.0,176250000.0,2331651000.0,,1170851000.0,2020
1827076,,,,,66224.0,,20000.0,2020
1827087,,,,,,,-28283000.0,2020
1827090,-49397000.0,44810000.0,,100765000.0,1269400000.0,,822132000.0,2020
1827248,,,,,195000.0,,23535.0,2020
1827328,,,,,365748.0,,20749.0,2020
1827392,,,,,411466.0,,-9249.0,2020
1827506,-22707000.0,-19212000.0,,,152778000.0,,-38147000.0,2020
1827669,,,,,207947496.0,,-27268931.0,2020
1827821,-9712000.0,-2528000.0,,,416346780.0,,-7499000.0,2020
1827855,,,,,11600.0,,-12917.0,2020
1827871,,,,,318761.0,,21671.0,2020
1827899,,,,,274106.0,,19106.0,2020
1827980,-21531000.0,-19130000.0,,,72984000.0,,70805000.0,2020
1828016,92100000.0,517700000.0,,712200000.0,1776200000.0,1480300000.0,-1243500000.0,2020
1828049,,,,,156695.0,,24495.0,2020
1828096,,,,,1999.0,,-4450.0,2020
1828098,,,,,,,4077000.0,2020
1828105,-141500000.0,-65400000.0,51600000.0,,979400000.0,,-199600000.0,2020
1828108,-214000000.0,-192000000.0,,,618885000.0,,-277000000.0,2020
1828161,-15924000.0,629000.0,,,71393000.0,,7451000.0,2020
1828182,-14500000.0,43500000.0,,,1522300000.0,,,2020
1828183,,,,,87534.0,,20200.0,2020
1828185,-17706000.0,-11028000.0,,,50666000.0,,,2020
1828248,,,,,36000.0,,24000.0,2020
1828250,,,,,80000.0,,24000.0,2020
1828318,-39650000.0,-20050000.0,,,64964000.0,,36216000.0,2020
1828325,,,,,299945.0,,21708.0,2020
1828326,,,,,139869628.0,,-10538073.0,2020
1828365,-19631000.0,396840000.0,,351288000.0,622204000.0,,231208000.0,2020
1828376,1328000.0,150000.0,,,746527000.0,,97189000.0,2020
1828377,10217000.0,13003000.0,,297000.0,113025000.0,,97968000.0,2020
1828438,,,,,85460.0,,24239.0,2020
1828443,-211900000.0,46100000.0,1766200000.0,908200000.0,3401500000.0,,-1010800000.0,2020
1828478,,,,,618280.0,,-105020.0,2020
1828522,14211000.0,13835000.0,,,16704000.0,,-132245000.0,2020
1828536,-24171001.0,-16700304.0,,,30382816.0,,-39627000.0,2020
1828588,4974000.0,566000.0,,,,,80024000.0,2020
1828608,,,,,329965.0,,19831.0,2020
1828613,-24912.0,-24912.0,0.0,,3034.0,,-6466.0,2020
1828650,,,,,,,-299986.0,2020
1828672,-34436576.0,-24096484.0,,,59665048.0,,-308442000.0,2020
1828673,-5802201.0,-10431326.0,4099750.0,,15398086.0,,-16718397.0,2020
1828723,6793000.0,12296000.0,,,581560000.0,,124979000.0,2020
1828735,,,,,96408.0,,-12670.0,2020
1828739,-1032.0,-1032.0,,,,,1708.0,2020
1828748,-74773.0,-69069.0,,12600.0,,,508943.0,2020
1828791,,18875000.0,,,133520000.0,,20117000.0,2020
1828805,-13470.0,-1377.0,,,154190.0,206.0,6281.0,2020
1828817,,,,,301470003.0,,-26277227.0,2020
1828852,,,,,81631.0,,8455000.0,2020
1828914,,,,,196827.0,,22759.0,2020
1828937,518388000.0,-686090000.0,256623000.0,,17010299000.0,16584101000.0,-39558951.0,2020
1828957,,,,,125795507.0,,487093.0,2020
1828962,154578000.0,248227000.0,,626656000.0,581400000.0,,228925000.0,2020
1828972,10336000.0,27553000.0,,,279192000.0,,-313803000.0,2020
1828985,,,,,577372873.0,,-49185341.0,2020
1829042,,,,,314327042.0,,-14914795.0,2020
1829118,-66912000.0,-49211000.0,,,267323000.0,,-164667000.0,2020
1829247,,,,,,,-540518.0,2020
1829280,-4980183.0,-4250734.0,,,12554341.0,179045.0,11267115.0,2020
1829311,,,,,,,-71051.0,2020
1829322,,,,,116489.0,,23228.0,2020
1829328,-1804534.0,-548774.0,,,251559470.0,,-26447000.0,2020
1829426,,,,,602591091.0,,-67882075.0,2020
1829427,,,,,419962.0,,-3005.0,2020
1829432,-13845.0,0.0,,,523475.0,,11155.0,2020
1829455,,,,,251000.0,,22000.0,2020
1829558,,,,,129298.0,,9298.0,2020
1829576,-45858000.0,7704000.0,,,4179179000.0,,440174000.0,2020
1829615,,,,,37736.0,,19364.0,2020
1829635,-2343893.0,-492971.0,,,1055368.0,,-3408232.0,2020
1829667,-812371.0,-726573.0,,,,,,2020
1829730,,,,,313667.0,,-9583.0,2020
1829794,,,,,1854013.0,,-1141855.0,2020
1829797,,,,,517758.0,,-10012.0,2020
1829802,-20100000.0,-17705000.0,,,21428000.0,,-56443000.0,2020
1829864,34533000.0,58873000.0,,,707506000.0,,335137000.0,2020
1829889,,,,,250947435.0,,-20668957.0,2020
1829953,,,,,402687713.0,,-33035517.0,2020
1829966,-573255.0,-67717.0,195778.0,114564.0,,,4075592.0,2020
1829999,,,,,153142.0,,18643.0,2020
1830029,,,,,504774.0,,24474.0,2020
1830033,-52992000.0,-17953000.0,,,407977000.0,,111749000.0,2020
1830043,-110299000.0,53069000.0,,,3637268000.0,,2083973000.0,2020
1830063,,,,,375453.0,,20000.0,2020
1830072,1986962.0,1109043.0,39938472.0,24810907.0,,,4281988.0,2020
1830081,,,,,205805.0,,-340935.0,2020
1830162,-30495000.0,-27270000.0,,,49099000.0,40826000.0,38971000.0,2020
1830180,-157784000.0,-95342000.0,60323000.0,71872000.0,91210000.0,,-414447000.0,2020
1830188,,,,,291250.0,,23108.0,2020
1830197,607003000.0,-1335233000.0,,,7378573000.0,,927474000.0,2020
1830210,-67159000.0,-52678000.0,,,231785000.0,,132682000.0,2020
1830214,-126609000.0,-135830000.0,,,675153000.0,697318000.0,461376000.0,2020
1830232,,,,,392268.0,,20000.0,2020
1830374,,,,,230916.0,,-28709.0,2020
1830392,,,,,562602.0,,-32315.0,2020
1830503,,,,,,,-1663859.0,2020
1830531,,,,,169668.0,,15407.0,2020
1830547,,,,,203912.0,,20000.0,2020
1830696,,,,,,,207277.0,2020
1830749,-33199000.0,-25252000.0,,,218918000.0,,189372000.0,2020
1830795,,,,,200620.0,,19580.0,2020
1831006,,,,,140429.0,,11329.0,2020
1831096,-12975000.0,13245000.0,58994000.0,,199379000.0,,57403000.0,2020
1831097,-60052000.0,-53204000.0,,,446361000.0,,-284730000.0,2020
1831236,,,,,167954.0,,15000.0,2020
1831270,,,,,209659.0,,24198.0,2020
1831283,-139604000.0,-98142000.0,,,279286000.0,,-132843000.0,2020
1831359,,,,,197305.0,,17243.0,2020
1831363,-40053000.0,-29809000.0,,,92290000.0,,-117441000.0,2020
1831481,,,,,304223.0,,23343.0,2020
1831617,-38500000.0,103000000.0,2629200000.0,1559400000.0,4286100000.0,,-508600000.0,2020
1831631,0.0,-2030713000.0,,,10893228000.0,,,2020
1831651,33766000.0,54082000.0,,108972000.0,195310000.0,,,2020
1831828,-53413000.0,-34809000.0,,,54554000.0,,-89348000.0,2020
1831840,-7012000.0,5852000.0,,29930000.0,54958000.0,,-6840000.0,2020
1831868,,,,,269208.0,,1766000.0,2020
1831874,,,,,298962.0,,23698.0,2020
1831915,19411000.0,15156000.0,710000.0,,219979000.0,,-16028000.0,2020
1831928,,,,,380631.0,,-92659.0,2020
1831937,,,,,106575.0,,23570.0,2020
1831964,,,,,429759.0,,-5541.0,2020
1831978,,,,,,,0.0,2020
1831979,,,,,225000.0,,20000.0,2020
1831992,,,,,797479.0,,23700.0,2020
1832010,,,,,399211.0,,-7457.0,2020
1832038,-38700000.0,,,,117382000.0,,-65249000.0,2020
1832136,,,,,145000.0,,22931.0,2020
1832161,-7593.0,-22082.0,26871.0,,,,,2020
1832168,-14400000.0,-3442000.0,,,56238000.0,,-2692000.0,2020
1832250,,,,,477399.0,,23718.0,2020
1832300,,,,,108981.0,,23481.0,2020
1832332,-57050000.0,116618000.0,,,1844016000.0,,265034000.0,2020
1832351,,,,,394359.0,,22405000.0,2020
1832352,,,,,150698.0,,22737.0,2020
1832371,,,,,227161.0,,21543.0,2020
1832415,-6387000.0,-5774000.0,,,6387000.0,,-6758000.0,2020
1832433,961000000.0,1545000000.0,19940000000.0,,,,,2020
1832459,,,,,1165929.0,,-208.0,2020
1832466,-22926000.0,7561000.0,959222000.0,,338502000.0,,30611000.0,2020
1832483,,,,,9438.0,,-17562.0,2020
1832487,-2011719.0,-1951525.0,,,3964741.0,,-3125294.0,2020
1832505,,,,,144932412.0,,-2261588.0,2020
1832511,-31411542.0,-24595814.0,,,394960.0,,22714.0,2020
1832696,,,,,49190.0,,18861.0,2020
1832737,,,,,230000.0,,24002.0,2020
1832765,,,,,180000.0,,24000.0,2020
1832950,,,,,330741.0,,1893.0,2020
1833197,15983000.0,63160000.0,,260616000.0,646676000.0,,281609000.0,2020
1833213,,,,,101081.0,,22421.0,2020
1833214,20117773.0,10004795.0,,,56537933.0,,39007835.0,2020
1833235,,,,,358118.0,,23460.0,2020
1833498,,,,,164899.0,,24325.0,2020
1833756,85000000.0,125000000.0,,2284000000.0,2956000000.0,,1427000000.0,2020
1833764,,,,,302178.0,,178.0,2020
1833769,-23427000.0,-21525000.0,,,71526000.0,,-61054000.0,2020
1833835,-126715000.0,409109000.0,1426489000.0,,7409331000.0,,1921705000.0,2020
1833908,-5547275.0,-1665450.0,,,1560666.0,1033159.0,-3438264.0,2020
1833909,,,,,117097.0,,-35538.0,2020
1834032,,,,,227924.0,,21857.0,2020
1834045,-121072.0,-2561352.0,,,366803388.0,366579007.0,-10760755.0,2020
1834226,,,,,436595.0,,4000.0,2020
1834336,,,,,33523.0,,24239.0,2020
1834342,,,,,142000.0,,3789.0,2020
1834376,26278000.0,43828000.0,,,,,,2020
1834488,-7158000.0,85665000.0,,,1079735000.0,,631197000.0,2020
1834489,-30348000.0,17073000.0,,114066000.0,391005000.0,375296000.0,-139427000.0,2020
1834494,,67479000.0,,58354000.0,963705000.0,,-26429000.0,2020
1834518,,,,,177483.0,,24608.0,2020
1834543,,,,,,,29861922.0,2020
1834584,-463157000.0,301554000.0,,,5067332000.0,,-4069000000.0,2020
1834585,212300000.0,327100000.0,,,2337300000.0,,42400000.0,2020
1834622,43302000.0,213841000.0,,,2607150000.0,,209261000.0,2020
1834628,,,,,94000.0,,20000.0,2020
1834645,,,,,107000.0,,-593242.0,2020
1834755,,,,,230243.0,,24493.0,2020
1835022,,,,,,,8301980.0,2020
1835205,,,,,676366.0,,19241.0,2020
1835236,,,,,228427.0,,24249.0,2020
1835256,32377000.0,55179000.0,,,,,,2020
1835378,-812000.0,-4159000.0,,12311000.0,59458000.0,,-49730000.0,2020
1835385,417869.0,1064281.0,,,174490593.0,,21620687.0,2020
1835416,,,,,129400.0,,-169990.0,2020
1835512,,,,,197790.0,,18907.0,2020
1835567,-97023000.0,-67894000.0,,1718000.0,132366000.0,,87116000.0,2020
1835579,-44256000.0,-37826000.0,,,168404000.0,,-101048000.0,2020
1835591,102500000.0,32300000.0,,,775000000.0,,149300000.0,2020
1835597,,,,,,,-6360000.0,2020
1835615,19045255.0,5325996.0,89061010.0,51900823.0,106048824.0,,84735780.0,2020
1835632,-277300000.0,817300000.0,,,10764924000.0,,8435800000.0,2020
1835636,,,,,192165.0,,24054.0,2020
1835654,-81511000.0,-61941000.0,-9364000.0,6407000.0,72561000.0,123864000.0,-223745000.0,2020
1835681,-46648000.0,89454000.0,,,3200700000.0,,,2020
1835713,,,,,242664.0,,24001.0,2020
1835800,,,,,51025.0,,24149.0,2020
1835814,,,,,202500.0,,24125.0,2020
1835817,,,,,202500.0,,24125.0,2020
1835830,,,,,,,-759737000.0,2020
1835856,,,,,562663.0,,5000.0,2020
1835881,,,,,120000.0,,20000.0,2020
1835963,3914000.0,29350000.0,136375000.0,92902000.0,161295000.0,,-44510000.0,2020
1835972,,,,,116532.0,,28276.0,2020
1836056,-16543000.0,-20576000.0,13671000.0,,134021000.0,,-139434000.0,2020
1836074,,,,,93358.0,,11758.0,2020
1836075,,,,,93358.0,,11758.0,2020
1836100,,,,,262685.0,,23874.0,2020
1836129,,,,,336820.0,,14082.0,2020
1836154,,,,,489788.0,,24027.0,2020
1836176,-7963000.0,1870000.0,61289000.0,33064000.0,206779000.0,,36019000.0,2020
1836190,,,,,280543.0,,13487.0,2020
1836242,4952327.0,-3237063.0,224758556.0,,,,,2020
1836259,,,,,562663.0,,24433.0,2020
1836274,,,,,380050.0,,24000.0,2020
1836295,-2077993.0,-1422303.0,,,61075.0,,-80356.0,2020
1836337,,,,,654750.0,,18000.0,2020
1836478,,,,,121753.0,,23503.0,2020
1836517,,,,,129186.0,,18932.0,2020
1836547,,,,,185996.0,,-26116.0,2020
1836707,,,,,245000.0,,21457.0,2020
1836833,-127103000.0,-4027000.0,,87383000.0,85750.0,,23600.0,2020
1836875,-4885134.0,-3100000.0,4209697.0,521068.0,7155435.0,,-881710.0,2020
1836894,,,,,279120.0,,14120.0,2020
1836935,,,,,216584.0,,20000.0,2020
